rr_ms,beat_sample
464.0,48121
468.0,48355
470.0,48590
466.0,48823
460.0,49053
458.0,49282
458.0,49511
456.0,49739
458.0,49968
456.0,50196
470.0,50431
460.0,50661
454.0,50888
456.0,51116
456.0,51344
454.0,51571
454.0,51798
454.0,52025
454.0,52252
452.0,52478
450.0,52703
448.0,52927
448.0,53151
448.0,53375
456.0,53603
452.0,53829
450.0,54054
452.0,54280
450.0,54505
452.0,54731
464.0,54963
456.0,55191
484.0,55433
464.0,55665
464.0,55897
488.0,56141
480.0,56381
470.0,56616
466.0,56849
470.0,57084
462.0,57315
464.0,57547
460.0,57777
460.0,58007
454.0,58234
450.0,58459
450.0,58684
448.0,58908
446.0,59131
448.0,59355
448.0,59579
454.0,59806
448.0,60030
450.0,60255
454.0,60482
454.0,60709
452.0,60935
452.0,61161
452.0,61387
448.0,61611
450.0,61836
448.0,62060
450.0,62285
446.0,62508
446.0,62731
446.0,62954
446.0,63177
444.0,63399
448.0,63623
446.0,63846
448.0,64070
446.0,64293
446.0,64516
448.0,64740
452.0,64966
450.0,65191
448.0,65415
450.0,65640
448.0,65864
446.0,66087
448.0,66311
446.0,66534
446.0,66757
442.0,66978
444.0,67200
442.0,67421
440.0,67641
440.0,67861
440.0,68081
444.0,68303
444.0,68525
444.0,68747
456.0,68975
452.0,69201
446.0,69424
448.0,69648
464.0,69880
462.0,70111
478.0,70350
474.0,70587
500.0,70837
494.0,71084
486.0,71327
486.0,71570
476.0,71808
470.0,72043
478.0,72282
478.0,72521
468.0,72755
470.0,72990
474.0,73227
464.0,73459
464.0,73691
464.0,73923
468.0,74157
462.0,74388
458.0,74617
456.0,74845
456.0,75073
456.0,75301
476.0,75539
462.0,75770
474.0,76007
478.0,76246
476.0,76484
482.0,76725
478.0,76964
470.0,77199
470.0,77434
470.0,77669
466.0,77902
466.0,78135
464.0,78367
462.0,78598
458.0,78827
454.0,79054
458.0,79283
456.0,79511
464.0,79743
458.0,79972
458.0,80201
464.0,80433
468.0,80667
500.0,80917
478.0,81156
468.0,81390
472.0,81626
470.0,81861
474.0,82098
466.0,82331
476.0,82569
482.0,82810
482.0,83051
476.0,83289
476.0,83527
480.0,83767
474.0,84004
470.0,84239
466.0,84472
462.0,84703
460.0,84933
462.0,85164
460.0,85394
462.0,85625
462.0,85856
460.0,86086
458.0,86315
458.0,86544
454.0,86771
454.0,86998
454.0,87225
450.0,87450
450.0,87675
452.0,87901
460.0,88131
482.0,88372
466.0,88605
460.0,88835
480.0,89075
464.0,89307
464.0,89539
460.0,89769
460.0,89999
456.0,90227
456.0,90455
452.0,90681
450.0,90906
450.0,91131
448.0,91355
448.0,91579
448.0,91803
452.0,92029
450.0,92254
450.0,92479
450.0,92704
450.0,92929
450.0,93154
452.0,93380
450.0,93605
450.0,93830
450.0,94055
450.0,94280
450.0,94505
448.0,94729
448.0,94953
448.0,95177
446.0,95400
444.0,95622
444.0,95844
444.0,96066
442.0,96287
442.0,96508
442.0,96729
444.0,96951
448.0,97175
456.0,97403
452.0,97629
450.0,97854
452.0,98080
454.0,98307
464.0,98539
452.0,98765
456.0,98993
452.0,99219
454.0,99446
452.0,99672
452.0,99898
450.0,100123
448.0,100347
450.0,100572
448.0,100796
444.0,101018
444.0,101240
446.0,101463
440.0,101683
442.0,101904
438.0,102123
452.0,102349
444.0,102571
442.0,102792
442.0,103013
444.0,103235
440.0,103455
440.0,103675
440.0,103895
438.0,104114
438.0,104333
436.0,104551
434.0,104768
436.0,104986
436.0,105204
434.0,105421
436.0,105639
436.0,105857
440.0,106077
438.0,106296
438.0,106515
440.0,106735
446.0,106958
454.0,107185
448.0,107409
446.0,107632
450.0,107857
452.0,108083
452.0,108309
450.0,108534
450.0,108759
452.0,108985
450.0,109210
450.0,109435
446.0,109658
446.0,109881
444.0,110103
446.0,110326
446.0,110549
440.0,110769
444.0,110991
444.0,111213
440.0,111433
442.0,111654
444.0,111876
444.0,112098
450.0,112323
444.0,112545
448.0,112769
448.0,112993
450.0,113218
448.0,113442
448.0,113666
446.0,113889
448.0,114113
446.0,114336
444.0,114558
442.0,114779
444.0,115001
444.0,115223
440.0,115443
444.0,115665
440.0,115885
440.0,116105
442.0,116326
440.0,116546
440.0,116766
438.0,116985
440.0,117205
442.0,117426
440.0,117646
442.0,117867
440.0,118087
438.0,118306
440.0,118526
440.0,118746
440.0,118966
440.0,119186
440.0,119406
438.0,119625
440.0,119845
438.0,120064
438.0,120283
436.0,120501
436.0,120719
436.0,120937
436.0,121155
438.0,121374
438.0,121593
436.0,121811
436.0,122029
438.0,122248
436.0,122466
438.0,122685
436.0,122903
438.0,123122
436.0,123340
436.0,123558
438.0,123777
434.0,123994
438.0,124213
436.0,124431
438.0,124650
436.0,124868
438.0,125087
438.0,125306
438.0,125525
440.0,125745
438.0,125964
458.0,126193
442.0,126414
448.0,126638
446.0,126861
446.0,127084
446.0,127307
446.0,127530
446.0,127753
442.0,127974
444.0,128196
444.0,128418
444.0,128640
444.0,128862
442.0,129083
444.0,129305
444.0,129527
442.0,129748
446.0,129971
446.0,130194
448.0,130418
446.0,130641
444.0,130863
448.0,131087
448.0,131311
446.0,131534
446.0,131757
448.0,131981
446.0,132204
448.0,132428
448.0,132652
446.0,132875
446.0,133098
446.0,133321
444.0,133543
448.0,133767
456.0,133995
450.0,134220
450.0,134445
448.0,134669
446.0,134892
448.0,135116
446.0,135339
446.0,135562
444.0,135784
442.0,136005
440.0,136225
442.0,136446
440.0,136666
438.0,136885
440.0,137105
440.0,137325
438.0,137544
440.0,137764
440.0,137984
438.0,138203
438.0,138422
440.0,138642
438.0,138861
436.0,139079
438.0,139298
438.0,139517
438.0,139736
436.0,139954
440.0,140174
438.0,140393
438.0,140612
438.0,140831
438.0,141050
440.0,141270
440.0,141490
440.0,141710
438.0,141929
438.0,142148
436.0,142366
438.0,142585
434.0,142802
434.0,143019
432.0,143235
434.0,143452
430.0,143667
432.0,143883
430.0,144098
428.0,144312
432.0,144528
426.0,144741
430.0,144956
428.0,145170
428.0,145384
426.0,145597
428.0,145811
428.0,146025
426.0,146238
426.0,146451
426.0,146664
426.0,146877
426.0,147090
426.0,147303
424.0,147515
424.0,147727
420.0,147937
430.0,148152
424.0,148364
422.0,148575
422.0,148786
420.0,148996
424.0,149208
426.0,149421
420.0,149631
424.0,149843
420.0,150053
420.0,150263
424.0,150475
422.0,150686
422.0,150897
428.0,151111
424.0,151323
426.0,151536
426.0,151749
428.0,151963
428.0,152177
428.0,152391
442.0,152612
432.0,152828
436.0,153046
436.0,153264
434.0,153481
436.0,153699
434.0,153916
432.0,154132
430.0,154347
432.0,154563
430.0,154778
430.0,154993
432.0,155209
438.0,155428
442.0,155649
446.0,155872
440.0,156092
444.0,156314
442.0,156535
442.0,156756
442.0,156977
442.0,157198
442.0,157419
440.0,157639
440.0,157859
440.0,158079
442.0,158300
438.0,158519
442.0,158740
440.0,158960
446.0,159183
448.0,159407
444.0,159629
446.0,159852
444.0,160074
442.0,160295
442.0,160516
440.0,160736
440.0,160956
438.0,161175
438.0,161394
434.0,161611
436.0,161829
436.0,162047
432.0,162263
434.0,162480
434.0,162697
436.0,162915
436.0,163133
442.0,163354
438.0,163573
440.0,163793
440.0,164013
440.0,164233
442.0,164454
440.0,164674
438.0,164893
440.0,165113
440.0,165333
438.0,165552
438.0,165771
440.0,165991
438.0,166210
440.0,166430
438.0,166649
440.0,166869
438.0,167088
438.0,167307
440.0,167527
440.0,167747
440.0,167967
440.0,168187
438.0,168406
440.0,168626
442.0,168847
442.0,169068
446.0,169291
448.0,169515
446.0,169738
448.0,169962
450.0,170187
448.0,170411
448.0,170635
450.0,170860
448.0,171084
454.0,171311
452.0,171537
452.0,171763
468.0,171997
478.0,172236
462.0,172467
458.0,172696
460.0,172926
458.0,173155
454.0,173382
452.0,173608
452.0,173834
452.0,174060
448.0,174284
446.0,174507
444.0,174729
446.0,174952
442.0,175173
444.0,175395
442.0,175616
440.0,175836
442.0,176057
440.0,176277
440.0,176497
442.0,176718
442.0,176939
442.0,177160
442.0,177381
444.0,177603
446.0,177826
446.0,178049
446.0,178272
446.0,178495
448.0,178719
460.0,178949
456.0,179177
456.0,179405
456.0,179633
454.0,179860
458.0,180089
454.0,180316
452.0,180542
454.0,180769
450.0,180994
450.0,181219
450.0,181444
448.0,181668
446.0,181891
444.0,182113
444.0,182335
446.0,182558
444.0,182780
442.0,183001
444.0,183223
444.0,183445
448.0,183669
446.0,183892
446.0,184115
450.0,184340
448.0,184564
450.0,184789
448.0,185013
450.0,185238
448.0,185462
446.0,185685
448.0,185909
448.0,186133
446.0,186356
444.0,186578
442.0,186799
440.0,187019
442.0,187240
452.0,187466
458.0,187695
458.0,187924
454.0,188151
452.0,188377
448.0,188601
464.0,188833
458.0,189062
472.0,189298
466.0,189531
486.0,189774
510.0,190029
498.0,190278
478.0,190517
468.0,190751
466.0,190984
458.0,191213
454.0,191440
450.0,191665
452.0,191891
444.0,192113
444.0,192335
442.0,192556
436.0,192774
438.0,192993
436.0,193211
432.0,193427
434.0,193644
430.0,193859
432.0,194075
428.0,194289
428.0,194503
428.0,194717
428.0,194931
426.0,195144
426.0,195357
426.0,195570
426.0,195783
426.0,195996
426.0,196209
426.0,196422
428.0,196636
426.0,196849
432.0,197065
436.0,197283
442.0,197504
448.0,197728
444.0,197950
444.0,198172
446.0,198395
444.0,198617
444.0,198839
444.0,199061
444.0,199283
450.0,199508
454.0,199735
452.0,199961
454.0,200188
452.0,200414
454.0,200641
448.0,200865
450.0,201090
448.0,201314
450.0,201539
460.0,201769
454.0,201996
460.0,202226
466.0,202459
496.0,202707
496.0,202955
474.0,203192
482.0,203433
486.0,203676
470.0,203911
464.0,204143
464.0,204375
464.0,204607
466.0,204840
460.0,205070
456.0,205298
462.0,205529
460.0,205759
458.0,205988
462.0,206219
472.0,206455
470.0,206690
474.0,206927
466.0,207160
462.0,207391
464.0,207623
460.0,207853
466.0,208086
460.0,208316
460.0,208546
464.0,208778
462.0,209009
460.0,209239
458.0,209468
456.0,209696
456.0,209924
454.0,210151
454.0,210378
452.0,210604
450.0,210829
452.0,211055
450.0,211280
450.0,211505
448.0,211729
448.0,211953
446.0,212176
448.0,212400
446.0,212623
446.0,212846
450.0,213071
452.0,213297
474.0,213534
466.0,213767
460.0,213997
458.0,214226
458.0,214455
456.0,214683
452.0,214909
454.0,215136
450.0,215361
452.0,215587
448.0,215811
448.0,216035
448.0,216259
446.0,216482
450.0,216707
450.0,216932
456.0,217160
458.0,217389
454.0,217616
460.0,217846
460.0,218076
460.0,218306
456.0,218534
520.0,218794
480.0,219034
468.0,219268
466.0,219501
462.0,219732
460.0,219962
458.0,220191
456.0,220419
456.0,220647
452.0,220873
450.0,221098
450.0,221323
450.0,221548
452.0,221774
464.0,222006
452.0,222232
454.0,222459
454.0,222686
454.0,222913
452.0,223139
452.0,223365
456.0,223593
454.0,223820
454.0,224047
454.0,224274
454.0,224501
462.0,224732
454.0,224959
456.0,225187
454.0,225414
454.0,225641
454.0,225868
450.0,226093
454.0,226320
450.0,226545
452.0,226771
448.0,226995
454.0,227222
452.0,227448
454.0,227675
458.0,227904
456.0,228132
454.0,228359
456.0,228587
454.0,228814
452.0,229040
452.0,229266
450.0,229491
452.0,229717
448.0,229941
448.0,230165
448.0,230389
446.0,230612
448.0,230836
446.0,231059
444.0,231281
446.0,231504
444.0,231726
446.0,231949
444.0,232171
446.0,232394
446.0,232617
446.0,232840
446.0,233063
448.0,233287
448.0,233511
448.0,233735
450.0,233960
448.0,234184
450.0,234409
450.0,234634
454.0,234861
452.0,235087
456.0,235315
456.0,235543
454.0,235770
454.0,235997
454.0,236224
454.0,236451
452.0,236677
452.0,236903
452.0,237129
452.0,237355
452.0,237581
452.0,237807
450.0,238032
450.0,238257
448.0,238481
450.0,238706
448.0,238930
448.0,239154
448.0,239378
448.0,239602
446.0,239825
448.0,240049
448.0,240273
448.0,240497
446.0,240720
450.0,240945
448.0,241169
448.0,241393
448.0,241617
452.0,241843
452.0,242069
450.0,242294
450.0,242519
448.0,242743
450.0,242968
448.0,243192
448.0,243416
450.0,243641
454.0,243868
456.0,244096
452.0,244322
454.0,244549
452.0,244775
452.0,245001
450.0,245226
476.0,245464
460.0,245694
454.0,245921
456.0,246149
454.0,246376
454.0,246603
454.0,246830
452.0,247056
454.0,247283
452.0,247509
450.0,247734
450.0,247959
448.0,248183
448.0,248407
446.0,248630
444.0,248852
444.0,249074
444.0,249296
442.0,249517
440.0,249737
442.0,249958
440.0,250178
442.0,250399
442.0,250620
442.0,250841
440.0,251061
442.0,251282
442.0,251503
442.0,251724
442.0,251945
442.0,252166
442.0,252387
440.0,252607
440.0,252827
438.0,253046
440.0,253266
438.0,253485
438.0,253704
442.0,253925
440.0,254145
442.0,254366
442.0,254587
444.0,254809
442.0,255030
444.0,255252
442.0,255473
442.0,255694
442.0,255915
442.0,256136
440.0,256356
438.0,256575
444.0,256797
452.0,257023
466.0,257256
452.0,257482
450.0,257707
448.0,257931
450.0,258156
454.0,258383
454.0,258610
452.0,258836
450.0,259061
450.0,259286
448.0,259510
450.0,259735
458.0,259964
454.0,260191
468.0,260425
494.0,260672
484.0,260914
490.0,261159
492.0,261405
482.0,261646
478.0,261885
472.0,262121
464.0,262353
462.0,262584
460.0,262814
462.0,263045
460.0,263275
460.0,263505
458.0,263734
456.0,263962
454.0,264189
454.0,264416
454.0,264643
454.0,264870
452.0,265096
454.0,265323
448.0,265547
452.0,265773
448.0,265997
450.0,266222
446.0,266445
450.0,266670
446.0,266893
448.0,267117
448.0,267341
448.0,267565
448.0,267789
446.0,268012
448.0,268236
448.0,268460
446.0,268683
448.0,268907
446.0,269130
448.0,269354
444.0,269576
446.0,269799
444.0,270021
446.0,270244
446.0,270467
446.0,270690
444.0,270912
446.0,271135
444.0,271357
448.0,271581
446.0,271804
446.0,272027
448.0,272251
448.0,272475
448.0,272699
446.0,272922
448.0,273146
446.0,273369
446.0,273592
446.0,273815
444.0,274037
444.0,274259
444.0,274481
440.0,274701
442.0,274922
456.0,275150
448.0,275374
446.0,275597
448.0,275821
448.0,276045
450.0,276270
448.0,276494
448.0,276718
450.0,276943
452.0,277169
454.0,277396
450.0,277621
452.0,277847
448.0,278071
450.0,278296
450.0,278521
450.0,278746
446.0,278969
448.0,279193
448.0,279417
452.0,279643
448.0,279867
446.0,280090
450.0,280315
448.0,280539
458.0,280768
466.0,281001
464.0,281233
460.0,281463
466.0,281696
466.0,281929
462.0,282160
464.0,282392
468.0,282626
462.0,282857
462.0,283088
464.0,283320
460.0,283550
466.0,283783
464.0,284015
464.0,284247
460.0,284477
462.0,284708
462.0,284939
464.0,285171
460.0,285401
460.0,285631
460.0,285861
460.0,286091
458.0,286320
456.0,286548
456.0,286776
456.0,287004
458.0,287233
456.0,287461
456.0,287689
454.0,287916
454.0,288143
454.0,288370
454.0,288597
454.0,288824
456.0,289052
454.0,289279
454.0,289506
454.0,289733
454.0,289960
454.0,290187
466.0,290420
456.0,290648
456.0,290876
456.0,291104
454.0,291331
456.0,291559
452.0,291785
456.0,292013
454.0,292240
452.0,292466
454.0,292693
456.0,292921
454.0,293148
454.0,293375
454.0,293602
456.0,293830
456.0,294058
454.0,294285
456.0,294513
456.0,294741
452.0,294967
452.0,295193
452.0,295419
450.0,295644
450.0,295869
448.0,296093
448.0,296317
444.0,296539
446.0,296762
444.0,296984
446.0,297207
442.0,297428
442.0,297649
440.0,297869
444.0,298091
440.0,298311
440.0,298531
440.0,298751
440.0,298971
438.0,299190
438.0,299409
436.0,299627
444.0,299849
440.0,300069
440.0,300289
440.0,300509
440.0,300729
440.0,300949
440.0,301169
440.0,301389
440.0,301609
442.0,301830
440.0,302050
442.0,302271
442.0,302492
440.0,302712
442.0,302933
442.0,303154
442.0,303375
444.0,303597
442.0,303818
444.0,304040
444.0,304262
444.0,304484
444.0,304706
444.0,304928
446.0,305151
442.0,305372
444.0,305594
442.0,305815
444.0,306037
444.0,306259
442.0,306480
446.0,306703
444.0,306925
446.0,307148
446.0,307371
446.0,307594
446.0,307817
446.0,308040
446.0,308263
446.0,308486
444.0,308708
446.0,308931
446.0,309154
446.0,309377
444.0,309599
446.0,309822
446.0,310045
444.0,310267
446.0,310490
444.0,310712
444.0,310934
446.0,311157
444.0,311379
444.0,311601
444.0,311823
446.0,312046
448.0,312270
446.0,312493
446.0,312716
448.0,312940
448.0,313164
448.0,313388
448.0,313612
448.0,313836
448.0,314060
446.0,314283
448.0,314507
446.0,314730
448.0,314954
448.0,315178
450.0,315403
448.0,315627
450.0,315852
448.0,316076
450.0,316301
448.0,316525
448.0,316749
448.0,316973
448.0,317197
446.0,317420
446.0,317643
444.0,317865
446.0,318088
446.0,318311
446.0,318534
446.0,318757
448.0,318981
450.0,319206
448.0,319430
448.0,319654
448.0,319878
450.0,320103
448.0,320327
452.0,320553
448.0,320777
452.0,321003
452.0,321229
450.0,321454
450.0,321679
450.0,321904
450.0,322129
450.0,322354
450.0,322579
448.0,322803
450.0,323028
448.0,323252
450.0,323477
450.0,323702
450.0,323927
450.0,324152
450.0,324377
450.0,324602
448.0,324826
450.0,325051
448.0,325275
448.0,325499
448.0,325723
448.0,325947
444.0,326169
448.0,326393
450.0,326618
452.0,326844
482.0,327085
460.0,327315
460.0,327545
462.0,327776
460.0,328006
464.0,328238
462.0,328469
468.0,328703
472.0,328939
466.0,329172
464.0,329404
460.0,329634
462.0,329865
460.0,330095
458.0,330324
454.0,330551
452.0,330777
450.0,331002
450.0,331227
446.0,331450
446.0,331673
446.0,331896
454.0,332123
452.0,332349
456.0,332577
454.0,332804
454.0,333031
456.0,333259
454.0,333486
454.0,333713
452.0,333939
452.0,334165
454.0,334392
452.0,334618
450.0,334843
452.0,335069
450.0,335294
454.0,335521
452.0,335747
450.0,335972
452.0,336198
450.0,336423
450.0,336648
452.0,336874
450.0,337099
452.0,337325
452.0,337551
452.0,337777
452.0,338003
450.0,338228
452.0,338454
450.0,338679
450.0,338904
452.0,339130
450.0,339355
450.0,339580
450.0,339805
450.0,340030
454.0,340257
452.0,340483
454.0,340710
454.0,340937
454.0,341164
454.0,341391
454.0,341618
454.0,341845
458.0,342074
458.0,342303
456.0,342531
456.0,342759
458.0,342988
456.0,343216
456.0,343444
456.0,343672
456.0,343900
456.0,344128
456.0,344356
454.0,344583
462.0,344814
460.0,345044
458.0,345273
460.0,345503
458.0,345732
458.0,345961
456.0,346189
458.0,346418
458.0,346647
456.0,346875
458.0,347104
456.0,347332
458.0,347561
458.0,347790
456.0,348018
458.0,348247
456.0,348475
456.0,348703
458.0,348932
456.0,349160
462.0,349391
460.0,349621
458.0,349850
458.0,350079
460.0,350309
458.0,350538
458.0,350767
456.0,350995
456.0,351223
454.0,351450
454.0,351677
454.0,351904
450.0,352129
450.0,352354
450.0,352579
452.0,352805
454.0,353032
458.0,353261
456.0,353489
458.0,353718
458.0,353947
460.0,354177
458.0,354406
458.0,354635
460.0,354865
460.0,355095
460.0,355325
458.0,355554
458.0,355783
458.0,356012
456.0,356240
454.0,356467
454.0,356694
456.0,356922
452.0,357148
452.0,357374
452.0,357600
452.0,357826
450.0,358051
452.0,358277
456.0,358505
456.0,358733
454.0,358960
456.0,359188
458.0,359417
456.0,359645
454.0,359872
454.0,360099
462.0,360330
460.0,360560
458.0,360789
460.0,361019
460.0,361249
458.0,361478
458.0,361707
458.0,361936
456.0,362164
456.0,362392
452.0,362618
454.0,362845
450.0,363070
448.0,363294
448.0,363518
450.0,363743
448.0,363967
446.0,364190
446.0,364413
448.0,364637
444.0,364859
472.0,365095
456.0,365323
454.0,365550
454.0,365777
452.0,366003
454.0,366230
454.0,366457
452.0,366683
450.0,366908
450.0,367133
452.0,367359
450.0,367584
450.0,367809
452.0,368035
450.0,368260
450.0,368485
452.0,368711
450.0,368936
450.0,369161
450.0,369386
450.0,369611
448.0,369835
450.0,370060
454.0,370287
452.0,370513
450.0,370738
452.0,370964
452.0,371190
450.0,371415
450.0,371640
448.0,371864
450.0,372089
450.0,372314
452.0,372540
448.0,372764
448.0,372988
450.0,373213
448.0,373437
448.0,373661
448.0,373885
448.0,374109
446.0,374332
448.0,374556
446.0,374779
444.0,375001
444.0,375223
444.0,375445
440.0,375665
444.0,375887
440.0,376107
440.0,376327
442.0,376548
442.0,376769
440.0,376989
440.0,377209
440.0,377429
440.0,377649
440.0,377869
440.0,378089
440.0,378309
438.0,378528
440.0,378748
440.0,378968
442.0,379189
438.0,379408
442.0,379629
440.0,379849
438.0,380068
440.0,380288
442.0,380509
438.0,380728
438.0,380947
438.0,381166
436.0,381384
438.0,381603
436.0,381821
436.0,382039
434.0,382256
434.0,382473
430.0,382688
432.0,382904
430.0,383119
430.0,383334
430.0,383549
428.0,383763
430.0,383978
428.0,384192
430.0,384407
430.0,384622
426.0,384835
428.0,385049
428.0,385263
426.0,385476
424.0,385688
426.0,385901
424.0,386113
424.0,386325
424.0,386537
420.0,386747
426.0,386960
424.0,387172
422.0,387383
420.0,387593
424.0,387805
424.0,388017
420.0,388227
420.0,388437
420.0,388647
420.0,388857
418.0,389066
300.0,389216
492.0,389462
426.0,389675
420.0,389885
416.0,390093
416.0,390301
418.0,390510
416.0,390718
418.0,390927
416.0,391135
418.0,391344
414.0,391551
418.0,391760
418.0,391969
416.0,392177
416.0,392385
414.0,392592
416.0,392800
414.0,393007
412.0,393213
412.0,393419
414.0,393626
414.0,393833
410.0,394038
410.0,394243
412.0,394449
408.0,394653
412.0,394859
410.0,395064
408.0,395268
412.0,395474
410.0,395679
408.0,395883
406.0,396086
410.0,396291
406.0,396494
410.0,396699
408.0,396903
406.0,397106
406.0,397309
408.0,397513
404.0,397715
406.0,397918
406.0,398121
404.0,398323
404.0,398525
404.0,398727
404.0,398929
400.0,399129
404.0,399331
400.0,399531
402.0,399732
402.0,399933
400.0,400133
402.0,400334
402.0,400535
400.0,400735
400.0,400935
400.0,401135
398.0,401334
400.0,401534
398.0,401733
398.0,401932
398.0,402131
396.0,402329
394.0,402526
396.0,402724
396.0,402922
394.0,403119
394.0,403316
396.0,403514
394.0,403711
394.0,403908
396.0,404106
394.0,404303
396.0,404501
396.0,404699
394.0,404896
404.0,405098
396.0,405296
398.0,405495
398.0,405694
398.0,405893
402.0,406094
402.0,406295
400.0,406495
400.0,406695
404.0,406897
402.0,407098
408.0,407302
404.0,407504
404.0,407706
406.0,407909
408.0,408113
406.0,408316
408.0,408520
406.0,408723
406.0,408926
408.0,409130
406.0,409333
406.0,409536
406.0,409739
406.0,409942
408.0,410146
408.0,410350
408.0,410554
408.0,410758
408.0,410962
410.0,411167
412.0,411373
412.0,411579
412.0,411785
412.0,411991
412.0,412197
416.0,412405
412.0,412611
420.0,412821
416.0,413029
420.0,413239
420.0,413449
418.0,413658
422.0,413869
426.0,414082
426.0,414295
422.0,414506
424.0,414718
428.0,414932
430.0,415147
430.0,415362
426.0,415575
430.0,415790
434.0,416007
436.0,416225
432.0,416441
432.0,416657
430.0,416872
430.0,417087
432.0,417303
428.0,417517
426.0,417730
428.0,417944
422.0,418155
432.0,418371
432.0,418587
428.0,418801
430.0,419016
430.0,419231
430.0,419446
432.0,419662
434.0,419879
430.0,420094
434.0,420311
432.0,420527
432.0,420743
432.0,420959
440.0,421179
434.0,421396
432.0,421612
434.0,421829
432.0,422045
430.0,422260
430.0,422475
428.0,422689
428.0,422903
428.0,423117
434.0,423334
460.0,423564
440.0,423784
438.0,424003
446.0,424226
438.0,424445
438.0,424664
438.0,424883
436.0,425101
436.0,425319
432.0,425535
432.0,425751
432.0,425967
430.0,426182
432.0,426398
430.0,426613
430.0,426828
430.0,427043
430.0,427258
430.0,427473
430.0,427688
428.0,427902
430.0,428117
428.0,428331
428.0,428545
430.0,428760
442.0,428981
442.0,429202
444.0,429424
440.0,429644
440.0,429864
440.0,430084
438.0,430303
440.0,430523
436.0,430741
436.0,430959
436.0,431177
438.0,431396
434.0,431613
436.0,431831
436.0,432049
434.0,432266
434.0,432483
432.0,432699
436.0,432917
434.0,433134
436.0,433352
436.0,433570
438.0,433789
436.0,434007
440.0,434227
438.0,434446
438.0,434665
440.0,434885
438.0,435104
438.0,435323
436.0,435541
436.0,435759
440.0,435979
438.0,436198
440.0,436418
436.0,436636
436.0,436854
434.0,437071
434.0,437288
434.0,437505
434.0,437722
432.0,437938
432.0,438154
434.0,438371
438.0,438590
436.0,438808
438.0,439027
436.0,439245
438.0,439464
438.0,439683
436.0,439901
438.0,440120
434.0,440337
436.0,440555
434.0,440772
438.0,440991
436.0,441209
440.0,441429
438.0,441648
438.0,441867
436.0,442085
436.0,442303
438.0,442522
436.0,442740
438.0,442959
436.0,443177
440.0,443397
446.0,443620
442.0,443841
442.0,444062
440.0,444282
442.0,444503
442.0,444724
440.0,444944
464.0,445176
446.0,445399
444.0,445621
